Phase A,Phase B,Phase C,Classes
-0.750439830592422,0.921960174843991,-0.259284652920772,Healthy
-0.869473953518877,0.847927490233322,-0.0788844046897016,Healthy
-0.945597703598676,0.754627673755954,0.114998275099526,Healthy
-0.968804749646657,0.651084003676459,0.323657641390493,Healthy
-0.96717034473686,0.516784543386587,0.513024738172237,Healthy
-0.942557512279885,0.355725102680418,0.675213169575729,Healthy
-0.884635489701632,0.181741153032836,0.812803974694555,Healthy
-0.800115682291894,-0.00320211185448543,0.916096190611768,Healthy
-0.705233008425007,-0.207290992510738,0.966260127331044,Healthy
-0.591702615375123,-0.412342347180202,0.974465436103732,Healthy
-0.443781040322161,-0.58828798364848,0.965041463227344,Healthy
-0.279315555340198,-0.742213840966025,0.923632932180649,Healthy
-0.101465361760604,-0.865878279446714,0.852662480184369,Healthy
0.0897416954668264,-0.94758994450649,0.761431080377102,Healthy
0.29839157990097,-0.974197762204697,0.661639998294357,Healthy
0.49083838373303,-0.973744591827686,0.532353042114367,Healthy
0.655215788915345,-0.951867901707228,0.374255968911279,Healthy
0.796823118968512,-0.895441754720944,0.203788116207086,Healthy
0.903610744911387,-0.813246233647306,0.0202572988022322,Healthy
0.958933869395285,-0.719393416516782,-0.182028370156166,Healthy
0.969338219987359,-0.60934119552575,-0.389367547639359,Healthy
0.961456152151162,-0.464702509359575,-0.569145176178285,Healthy
0.92325422716949,-0.301561270342876,-0.726203117579803,Healthy
0.854789261665016,-0.124991812494113,-0.854349604668447,Healthy
0.765961070608012,0.0658740092227408,-0.94102024990316,Healthy
0.669256817738521,0.275933420166413,-0.971922088586821,Healthy
0.54552256903588,0.473753925869884,-0.97260919148254,Healthy
0.391090683405276,0.642429776529466,-0.953459115395848,Healthy
0.224121332108215,0.789104354128559,-0.899542629007371,Healthy
0.0432696197559953,0.901135168807736,-0.819826569017624,Healthy
-0.156569542226189,0.962200597731939,-0.727748568352037,Healthy
-0.364737780325059,0.975442854551357,-0.621596578786174,Healthy
-0.547777344743482,0.968798238567771,-0.48158741207824,Healthy
-0.706933248167132,0.933643214594113,-0.32075486653674,Healthy
-0.838947950612794,0.866826875688803,-0.146935010029223,Healthy
-0.929978079567229,0.77954672140659,0.0421393883161741,Healthy
-0.965485987725653,0.684294124130277,0.251395637634526,Healthy
-0.96763907150426,0.564330373521376,0.452488159122593,Healthy
-0.95086063934076,0.412162252803717,0.624434229478551,Healthy
-0.900308830150437,0.246058239000282,0.77423762844689,Healthy
0.0182996468695386,-1,0.978161929117646,Faulty
0.1406396950813,-0.889466734691575,0.906080529536513,Faulty
0.262979743293062,-0.778933469383149,0.833999129955379,Faulty
0.319642788241045,-0.67189948023267,0.66488347503455,Faulty
0.320304810081533,-0.611063571336703,0.449716686378166,Faulty
0.329654395107544,-0.504914435834318,0.257953654522618,Faulty
0.377722216125168,-0.326066974497594,0.108999149016059,Faulty
0.340454647694106,-0.24200991069848,-0.106307205751937,Faulty
0.37307028961158,-0.0497064244824534,-0.220276748120378,Faulty
0.326896363435276,0.0504120441454423,-0.398438290130936,Faulty
0.315113690808691,0.191926526879239,-0.518742137602618,Faulty
0.269025872877966,0.319936831852944,-0.641951157121214,Faulty
0.193017553035525,0.407999785634,-0.763019359178912,Faulty
0.139964303493419,0.54126985473146,-0.828206289591109,Faulty
0.0237873462636689,0.602299329931473,-0.92084287403922,Faulty
-0.0219352669260508,0.745438071556222,-0.904604641988086,Faulty
-0.0508395174330199,0.894195919166522,-0.816749880281559,Faulty
-0.117481962642986,0.94279956171186,-0.728684596306003,Faulty
-0.31072847104771,0.914377020650259,-0.638708345418703,Faulty
-0.516445181294402,0.833689327348676,-0.5266959663831,Faulty
-0.671138249681362,0.757425355688836,-0.371830170614275,Faulty
-0.781890009211722,0.670798116783495,-0.183268583601742,Faulty
-0.848964940827387,0.575008371865946,0.0233997838756828,Faulty
-0.921742757082593,0.395751052066125,0.185050011193016,Faulty
-0.899254304066288,0.286523503767387,0.399158045894011,Faulty
-0.880322440727582,0.131101316062829,0.555620478774132,Faulty
-0.80480877481928,0.0182123883449487,0.723005503995213,Faulty
-0.73816481533803,-0.125836457480223,0.827005143100313,Faulty
-0.64715778456474,-0.27669905892968,0.903947130561634,Faulty
-0.52453912244297,-0.422501538284915,0.955962152399596,Faulty
-0.394761808233163,-0.582992266909915,0.973447929066479,Faulty
-0.220377526071074,-0.689843611318715,0.984809486830854,Faulty
-0.050255360469583,-0.79584392310203,0.962131409916008,Faulty
0.159473419209066,-0.848205858874499,0.94038041202835,Faulty
0.298405722391395,-0.944507372691678,0.820977604926009,Faulty
0.446156802953917,-0.99455138104247,0.680668883381493,Faulty
0.612384158988497,-0.952138522457109,0.542814791713178,Faulty
0.750391085969219,-0.894040971702915,0.370060132462129,Faulty
0.856042830527368,-0.817585446693251,0.176985809981507,Faulty
0.932410736495228,-0.703516954055104,-0.0175713894790878,Faulty
0.983933319466023,-0.549447551922448,-0.199958349399448,Faulty
1,-0.383328068658724,-0.380724419226502,Faulty
0.993178038581889,-0.197744591880003,-0.534398028455474,Faulty
0.913185639981845,-0.0595637542039927,-0.70364052436174,Faulty
0.825092268315775,0.0928908847791063,-0.828040510668001,Faulty
0.726834289407977,0.263757819740154,-0.907826116776455,Faulty
0.607330290154972,0.433175862216912,-0.954806651222226,Faulty
0.456318805165312,0.584044991225076,-0.984963966277861,Faulty
0.272401441286261,0.695465664851053,-1,Faulty
0.0768690230424252,0.789452032593012,-0.988580512112537,Faulty
-0.133019471650811,0.857405558070218,-0.955565788070275,Faulty
-0.291696538749457,0.951126546229779,-0.837865745758053,Faulty
-0.459200208359666,0.982794086448173,-0.702223953687012,Faulty
-0.631194315570633,0.948150685212698,-0.554756733581746,Faulty
-0.779385077956997,0.882125054777186,-0.381596763054811,Faulty
-0.904182682866585,0.772381114953322,-0.203418643773947,Faulty
-0.951041805227861,0.677138575528253,0.0214787192188552,Faulty
-0.982092385567171,0.533918126783173,0.225327522548282,Faulty
-0.983237461810885,0.370697448370914,0.414467012937918,Faulty
-0.941926584423419,0.205306214302876,0.588950325753135,Faulty
-0.869997169663629,0.0460566733359967,0.740112917771137,Faulty
-0.783524867693375,-0.120335946935087,0.852135231540297,Faulty
-0.689826942755542,-0.309494307177956,0.913480420764956,Faulty
-0.565190800567975,-0.483010401294959,0.952860026696886,Faulty
-0.407750242742023,-0.627243490174905,0.977983614885357,Faulty
-0.225435923323671,-0.740228006984901,0.982356484930191,Faulty
-0.0217955076675876,-0.825637296332432,0.969569252751418,Faulty
0.174488477958591,-0.901311622534429,0.912508380605377,Faulty
0.344113137243075,-0.966823231424046,0.796397928987807,Faulty
0.525281466459771,-0.963316300141356,0.668557366293647,Faulty
0.69533514796531,-0.916641524651426,0.517495166198067,Faulty
0.83599868480053,-0.840244695618543,0.342029946961472,Faulty
0.934333090340106,-0.741615338120117,0.146771255561174,Faulty
0.962028985504593,-0.648372458040769,-0.0853239542964969,Faulty
0.986927335576418,-0.497602404108596,-0.283742784928685,Faulty
0.973467989445058,-0.337035465023218,-0.471290060694794,Faulty
0.920987275755587,-0.174474483499618,-0.641413464690125,Faulty
0.848201758902051,-0.00911188903514582,-0.778765612054512,Faulty
0.759898092322246,0.164765846254637,-0.876751759804045,Faulty
0.663306488482224,0.360112821966907,-0.925312254491811,Faulty
